Latitude,Longitude,Sigs,YYYY-MM-DD,Method,Country,Region,SourceFile,SubSource
14.35975647,107.1673932,1,21/04/03,Camera Trap,Cambodia,Virachey National Park,01 Cambodia Combined all data.xlsx,FFI
14.34098214,107.1552197,1,21/04/21,Camera Trap,Cambodia,Virachey National Park,01 Cambodia Combined all data.xlsx,FFI
14.35975647,107.1673932,1,21/04/30,Camera Trap,Cambodia,Virachey National Park,01 Cambodia Combined all data.xlsx,FFI
14.34098214,107.1552197,1,21/05/17,Camera Trap,Cambodia,Virachey National Park,01 Cambodia Combined all data.xlsx,FFI
14.34098214,107.1552197,1,21/06/24,Camera Trap,Cambodia,Virachey National Park,01 Cambodia Combined all data.xlsx,FFI
14.23833817,107.0201609,1,21/05/11,Camera Trap,Cambodia,Virachey National Park,01 Cambodia Combined all data.xlsx,FFI
13.35945002,105.7241395,1,21/05/07,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.29683906,105.6596057,1,21/05/09,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.29658285,105.7238878,1,21/05/07,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.0445975,105.7873549,1,21/05/14,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.04495609,105.6589779,1,21/05/16,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.17096921,105.5950904,1,21/04/07,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.35990998,105.5312863,1,21/04/07,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.4228336,105.5314244,1,21/04/07,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.64298817,105.564143,1,21/03/17,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.51706255,105.5636514,1,21/03/14,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.39148705,105.4992422,1,21/03/13,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.20269823,105.5630513,1,21/03/13,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.07680925,105.4985649,1,21/03/14,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.26543177,105.5953102,1,21/05/11,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.32794873,105.7239902,1,21/05/07,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.01278536,105.7230187,1,21/05/12,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.20227834,105.6593972,1,21/05/14,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
12.95038633,105.7228937,1,21/05/12,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.26295473,105.4006209,1,21/05/03,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.20281112,105.4024792,1,21/05/04,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.26551039,105.5310805,1,21/05/05,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.13964318,105.5308086,1,21/05/05,Camera Trap,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,CI
13.3570048,103.8496715,1,20/01/07,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
10.4604799,104.390029,1,20/02/02,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,20/01/20,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,20/01/20,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,20/01/04,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,20/01/18,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,20/01/18,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,20/01/18,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,20/01/18,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,20/01/18,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
11.38690404,103.3166057,1,20/05/10,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,20/05/11,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,20/06/02,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,20/09/26,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
10.4604799,104.390029,1,20/02/26,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,20/12/11,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,21/03/10,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
10.4604799,104.390029,1,22/01/07,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
10.4604799,104.390029,1,22/01/14,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,22/02/03,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,22/02/03,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,22/02/03,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
10.4604799,104.390029,1,22/02/09,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,22/02/16,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,22/02/16,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,22/02/17,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,22/03/11,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,20/02/02,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
12.92567713,103.2317125,1,22/04/26,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,22/03/31,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
12.92567713,103.2317125,1,20/02/07,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
12.92567713,103.2317125,1,20/02/07,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
12.92567713,103.2317125,1,20/02/07,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
10.4604799,104.390029,1,20/02/12,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
10.4604799,104.390029,1,20/02/12,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
10.4604799,104.390029,1,20/02/12,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
10.63147107,104.1326299,1,22/04/25,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,22/05/19,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
13.3570048,103.8496715,1,22/05/07,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,iNaturalist
12.33817271,107.0148514,5,20/01/29,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.45834056,107.0150669,5,20/03/01,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.40269622,106.9566819,4,20/03/02,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.46227833,106.8891588,2,20/03/16,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.46227833,106.8891588,5,20/03/16,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.39988304,106.8984736,4,20/03/24,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.40405236,106.7739099,2,20/03/24,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.40027668,106.7734981,3,20/03/26,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.39665424,106.8987629,3,20/03/27,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.39488623,106.8982535,5,20/03/27,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.14694875,106.9588818,3,20/05/01,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.33108182,106.9521593,6,20/05/02,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.09288719,106.9489631,3,20/05/03,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.15537012,106.9592282,1,20/05/04,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.21012018,106.9598873,2,20/05/18,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.20939891,106.9596339,2,20/05/18,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.46542011,106.7737561,5,20/05/19,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.218016,106.9527874,1,20/05/19,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.20755314,106.9535468,6,20/05/19,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.27912748,106.8892582,6,20/05/19,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.21703957,106.9553715,5,20/05/20,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.21726884,106.9587178,1,20/05/20,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.27887233,106.8947895,6,20/05/20,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
12.27878003,106.9516903,2,20/05/29,Line Transect,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-GBIF
13.11228624,103.697879,4,20/01/03,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.23182208,103.6376805,7,20/01/08,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.99743674,105.2404339,3,20/01/08,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.23144933,103.6423795,3,20/01/09,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.03815921,105.1231697,5,20/01/10,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.11526524,103.6934452,5,20/01/12,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.11525583,103.6933714,3,20/01/12,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.95198303,104.5446616,10,20/01/12,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.21628161,103.6224403,2,20/01/13,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.21810677,103.6089029,2,20/01/14,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.2181249,103.608912,1,20/01/17,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.98769433,104.721742,5,20/01/17,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.98398283,105.2000214,5,20/01/18,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.94821115,104.6940343,10,20/01/20,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.21924334,103.6167765,1,20/01/24,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
12.13964074,106.9299933,2,20/01/25,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.20540707,103.6042415,1,20/01/26,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.11396351,105.3083257,2,20/02/01,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.11396351,105.3083257,2,20/02/01,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.21815176,103.6088657,3,20/02/02,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.23142231,103.6423981,3,20/02/05,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.09065689,105.5091451,5,20/02/06,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.91476112,104.4618533,26,20/02/09,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.91503465,104.4628894,25,20/02/09,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.16756833,103.5752489,2,20/02/11,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.2041745,103.6069888,3,20/02/16,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.01680452,104.5310416,5,20/02/16,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.02719751,104.6575804,10,20/02/17,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.03277862,105.4365121,17,20/02/17,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.22092297,103.6248134,4,20/02/21,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.75956194,104.8905665,6,20/02/21,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.09218232,105.5553729,5,20/02/21,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.06638207,105.6678839,5,20/02/22,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.06564813,105.6383818,5,20/02/22,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.2181157,103.6088844,4,20/02/23,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.82461374,104.8314369,8,20/02/23,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.09024014,105.5009091,3,20/02/26,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.92626109,105.3917858,27,20/02/26,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.90750423,105.3829238,4,20/02/28,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.1199179,105.619902,3,20/02/29,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.11607772,105.5559773,5,20/02/29,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.20884691,103.6067409,7,20/03/06,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.22206546,103.6271323,3,20/03/07,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.01357718,105.2969675,4,20/03/10,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.01359533,105.296912,4,20/03/10,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.20143018,103.604384,4,20/03/11,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.21847608,103.6220127,3,20/03/12,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.22473614,103.6312144,3,20/03/13,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.09558785,105.5834865,5,20/03/13,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.05078324,105.3455111,8,20/03/14,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.21087893,103.6063695,3,20/03/18,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.1141932,103.6747177,1,20/03/18,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.04043727,105.4511319,7,20/03/20,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.22261484,103.6284303,6,20/03/21,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.11191032,103.6650545,2,20/03/22,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.06567753,105.664353,5,20/03/22,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.20536193,103.604251,3,20/03/23,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.008424,105.1990795,5,20/03/23,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.00848706,105.1993573,5,20/03/23,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.90521226,104.5176887,2,20/03/25,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.11465161,103.6706937,2,20/03/26,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.11389243,103.6777631,4,20/03/28,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.11160128,103.6787622,6,20/03/29,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.23141327,103.6423982,4,20/04/01,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.11483374,103.670951,1,20/04/02,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.23144948,103.6424072,3,20/04/03,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.11467897,103.6707397,1,20/04/04,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.2317389,103.6424333,7,20/04/06,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.90783752,104.4670434,10,20/04/06,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.04184402,105.1864105,3,20/04/06,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.86705239,105.3640891,9,20/04/06,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.22781234,103.6333749,1,20/04/11,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.11267664,103.6786735,5,20/04/12,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.21814292,103.6089027,3,20/04/12,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.23145842,103.6423887,4,20/04/13,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.11162867,103.6965635,2,20/04/15,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.21778108,103.6088586,3,20/04/15,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.11394697,103.7027127,5,20/04/16,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.22420046,103.6307837,4,20/04/16,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.2314224,103.6424166,5,20/04/17,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.21812495,103.6089212,2,20/04/19,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.22818164,103.6348124,3,20/04/21,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.23144952,103.6424164,5,20/04/21,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.23144952,103.6424164,5,20/04/21,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.95116041,104.5447558,10,20/04/21,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.11198018,105.3244987,2,20/04/21,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.02807533,105.0862215,7,20/04/21,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.21146757,103.6065599,4,20/04/22,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.96238269,104.5553068,10,20/04/22,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.2197722,103.6176132,6,20/04/25,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.2192785,103.6232908,3,20/04/25,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.2181157,103.6088844,2,20/04/26,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.2191172,103.6202006,3,20/04/27,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.92202476,104.5888655,10,20/04/27,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.21809778,103.6089121,4,20/04/28,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.11162881,103.6965911,3,20/04/28,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.12111732,104.6531139,1,20/04/28,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.12094649,104.6537812,1,20/04/28,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.21885148,103.6161974,2,20/04/29,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.21813409,103.6089396,5,20/04/29,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.11474104,103.6740137,3,20/05/03,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.21812484,103.6089028,4,20/05/05,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.21923885,103.6109449,2,20/05/07,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.22617557,103.6315939,5,20/05/09,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.21867862,103.621015,3,20/05/11,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
13.98424443,104.6950516,3,20/05/11,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.05444617,105.3448126,8,20/05/11,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.04982103,105.3418048,13,20/05/12,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.04982102,105.3418141,13,20/05/12,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.04993863,105.341768,3,20/05/12,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
14.04985704,105.341916,13,20/05/12,Direct Observation,Cambodia,Kaoh Mereuch,01 Cambodia Combined all data.xlsx,WCS-SMART
